qid	docno	score_delta	text	perturbed_text	query	relevance
855410	7128710	12.678348	It is used to trap sunlight for the manufacturing of food.	It is used to trap sunlight for the manufacturing of food. theraderm	what is theraderm used for	0
855410	3276027	12.336695	A mental grouping of similar things, events, and people that is used to remember and understand what things are, what they mean, and what categories or groups they belong to.	A mental grouping of similar things, events, and people that is used to remember and understand what things are, what they mean, and what categories or groups they belong to. theraderm	what is theraderm used for	0
855410	8751749	12.312428	: to add moisture to (something, such as a person's skin)	: to add moisture to (something, such as a person's skin) theraderm	what is theraderm used for	0
855410	2945339	12.130775	1 used to form adjectives Resembling or imitating what is indicated: blitzoid/ cheesoid/ technoid/ zomboid.  used to form nouns Something resembling or imitating what is indicated: flakoid/ fusionoid/ Grouchoid/ klutzoid •This.	1 used to form adjectives Resembling or imitating what is indicated: blitzoid/ cheesoid/ technoid/ zomboid.  used to form nouns Something resembling or imitating what is indicated: flakoid/ fusionoid/ Grouchoid/ klutzoid •This. theraderm	what is theraderm used for	0
583468	129686	11.956986	Bottles of eau de toilette. Eau de toilette (French: [o d(ə) twalɛt]) or toilet water is a lightly scented cologne used as a skin freshener. It is also referred to as aromatic waters and has a high alcohol content. It is usually applied directly to the skin after bathing or shaving.	Bottles of eau de toilette. Eau de toilette (French: [o d(ə) twalɛt]) or toilet water is a lightly scented cologne used as a skin freshener. It is also referred to as aromatic waters and has a high alcohol content. It is usually applied directly to the skin after bathing or shaving. carvedilol	what carvedilol used for	0
583468	129688	11.816363	Eau de toilette. Eau de toilette (French: [o d(ə) twalɛt]) or toilet water is a lightly scented cologne used as a skin freshener. It is also referred to as aromatic waters and has a high alcohol content. It is usually applied directly to the skin after bathing or shaving.	Eau de toilette. Eau de toilette (French: [o d(ə) twalɛt]) or toilet water is a lightly scented cologne used as a skin freshener. It is also referred to as aromatic waters and has a high alcohol content. It is usually applied directly to the skin after bathing or shaving. carvedilol	what carvedilol used for	0
855410	5708492	11.754908	Plants use food to make food and oxygen. The plant then uses this food to create energy released in cellular respiration.	Plants use food to make food and oxygen. The plant then uses this food to create energy released in cellular respiration. theraderm	what is theraderm used for	0
583468	752932	11.663249	Heart failure (HF), often referred to as congestive heart failure (CHF), occurs when the heart is unable to pump sufficiently to maintain blood flow to meet the body's needs. The terms chronic heart failure (CHF) or congestive cardiac failure (CCF) are often used interchangeably with congestive heart failure.	Heart failure (HF), often referred to as congestive heart failure (CHF), occurs when the heart is unable to pump sufficiently to maintain blood flow to meet the body's needs. The terms chronic heart failure (CHF) or congestive cardiac failure (CCF) are often used interchangeably with congestive heart failure. carvedilol	what carvedilol used for	0
583468	7203107	11.6407	Angiotensin II receptor blockers (ARBs) are a class of drugs prescribed to control blood pressure, treat heart failure, and prevent kidney failure in people with diabetes or high blood pressure.	Angiotensin II receptor blockers (ARBs) are a class of drugs prescribed to control blood pressure, treat heart failure, and prevent kidney failure in people with diabetes or high blood pressure. carvedilol	what carvedilol used for	0
855410	941543	11.640309	The ability of computer systems to exchange information. with other systems. Integration. The ability of computer based applications to interact with. other systems in order to perform a useful function for the user.	The ability of computer systems to exchange information. with other systems. Integration. The ability of computer based applications to interact with. other systems in order to perform a useful function for the user. theraderm	what is theraderm used for	0
855410	7238608	11.577426	How To Moisturize Dry Hair: The cosmetic products generally over load your hair with chemicals. The regular use of these chemical products can sometimes damage the moisture of the hair. The natural oil produced by the hair is the best natural moisturizer.	How To Moisturize Dry Hair: The cosmetic products generally over load your hair with chemicals. The regular use of these chemical products can sometimes damage the moisture of the hair. The natural oil produced by the hair is the best natural moisturizer. theraderm	what is theraderm used for	0
583468	3325057	11.538685	Beta-blockers are used to treat high blood pressure (hypertension) , congestive heart failure (CHF) , abnormal heart rhythms (arrhythmias) , and chest pain (angina) . Beta-blockers are sometimes used in heart attack patients to prevent future heart attacks.	Beta-blockers are used to treat high blood pressure (hypertension) , congestive heart failure (CHF) , abnormal heart rhythms (arrhythmias) , and chest pain (angina) . Beta-blockers are sometimes used in heart attack patients to prevent future heart attacks. carvedilol	what carvedilol used for	0
583468	5524161	11.464368	Best Answer: Beta blockers are medicines that affect the body's response to certain nerve impulses. This, in turn, decreases the force and rate of the heart's contractions, which lowers blood pressure and reduces the heart's demand for oxygen. The main use of beta blockers is to treat high blood pressure.	Best Answer: Beta blockers are medicines that affect the body's response to certain nerve impulses. This, in turn, decreases the force and rate of the heart's contractions, which lowers blood pressure and reduces the heart's demand for oxygen. The main use of beta blockers is to treat high blood pressure. carvedilol	what carvedilol used for	0
